"row ID","row m/z","row retention time","row ion mobility","row ion mobility unit","row CCS","correlation group ID","annotation network number","best ion","auto MS2 verify","identified by n=","partners","neutral M mass","t0_Ec_1.mzML Peak area","t0_Ec_2.mzML Peak area","t0_Ec_3.mzML Peak area","t0_Ec_C.mzML Peak area","t1_Ec_1.mzML Peak area","t1_Ec_2.mzML Peak area","t1_Ec_3.mzML Peak area","t1_Ec_C.mzML Peak area","t2_Ec_1.mzML Peak area","t2_Ec_2.mzML Peak area","t2_Ec_3.mzML Peak area","t2_Ec_C.mzML Peak area","t3_Ec_1.mzML Peak area","t3_Ec_2.mzML Peak area","t3_Ec_3.mzML Peak area","t3_Ec_C.mzML Peak area","t4_Ec_1.mzML Peak area","t4_Ec_2.mzML Peak area","t4_Ec_3.mzML Peak area","t4_Ec_C.mzML Peak area","t5_Ec_1.mzML Peak area","t5_Ec_2.mzML Peak area","t5_Ec_3.mzML Peak area","t5_Ec_C.mzML Peak area","t6_Ec_1.mzML Peak area","t6_Ec_2.mzML Peak area","t6_Ec_3.mzML Peak area","t6_Ec_C.mzML Peak area","t7_Ec_1.mzML Peak area","t7_Ec_2.mzML Peak area","t7_Ec_3.mzML Peak area","t7_Ec_C.mzML Peak area","t8_Ec_1.mzML Peak area","t8_Ec_2.mzML Peak area","t8_Ec_3.mzML Peak area","t8_Ec_C.mzML Peak area","t9_Ec_1.mzML Peak area","t9_Ec_2.mzML Peak area","t9_Ec_3.mzML Peak area","t9_Ec_C.mzML Peak area"
4687,500.2621176,4.959987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21069.871,12345.848,10689.615,3766,28639.824,8594.053,26354.072,3766,25100.387,26278.994,21983.008,3766,12373.181,8309.556,3766,23351.166,13445.687,12475.238,12424.781,17510.38,10842.565,7681.657,10527.992,9542.545,3766,3766,7326.7803,6045.067,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4688,328.2847058,4.939987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4690,646.464786,4.946655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4693,359.1826264,4.9522867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79706.3,92416.4,103005.64,3766,109328.586,108880.016,127660.66,3766,148044.72,177051.95,143352.33,3766,99777.46,79080.47,134430.64,136203.86,129387.6,144215.88,136223.7,132109.78,131309.75,136558.34,133010.52,119362.26,126987.04,95230.79,104165.64,130847.5,59369.973,58071.453,65486.35,54566.008,46969.11,50782.688,48413.695,45294.027,38817.812,41207.21,44921.8,31243.871
4695,237.1850109,4.943769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4696,277.1774125,4.9171586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4697,583.5578182,4.9497027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25014.133,21896.09,18839.121,3766,14322.745,12516.845,10909.528,3766,12507.642,16849.635,15369.895,3766,3766,3766,8929.965,8905.43,12689.528,13181.447,11859.349,8705.591,9685.537,9717.357,8648.888,4127.1914,8488.0205,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4698,292.19081,4.904698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3869.2798,3766,3766,7757.1084,8751.246,8438.129,3766,3766,3766,3766,3766,3766,3766,3766,3766,4922.0923,10086.359,5236.4443,3766,3766,3766,3766,3766,6065.7656,3766,3766,3766,3766,3766,3766,3766,7215.578,3766,9726.066,3766
4699,304.2838074,4.970666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26781.668,30262.277,29275.578,3766,12223.209,3766,15922.645,3766,4349.566,8369.304,3766,3766,3766,7876.576,3766,11109.271,3766,8388.121,22730.223,28544.828,7672.7627,14382.224,15461.986,6285.838,3766,3766,16963.96,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4700,289.2926971,4.956382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4175650.5,3905913.8,4461260.5,3766,3594005.5,4089752.5,4011476.5,3766,3780735,4185734,3705753,3766,2634523.5,2353907.2,3362755.2,3905384.5,3743710.5,3710121.8,4221370,3592715,3408274.8,3742377.2,3572851,2952994.8,3291465.5,2870045.8,3155070.2,3040428.5,1657377.6,1590754.2,1637361.1,2012625.4,1230690.6,1326598.4,1328643.8,1614306.8,1033163.25,1117773.9,1162223.9,1063597.4
4701,374.2526547,4.9866676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,7965.7285,3766,37728.305,22301.605,13598.482,3766,13611.14,22669.328,3766,3766,9169.179,3766,18745.281,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4702,384.2737734,4.954576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4706,290.2957419,4.9557047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409115.44,504117.5,414180.94,3766,379399.1,368575.6,381660.2,3766,396146.62,431793.25,393108.84,3766,276303.47,250629.84,368787.06,355598.84,381791.06,395227.25,401382.5,373955.6,379061.8,392551.7,373763.38,306468.97,345653.7,302573.53,334681.3,300199.12,173164.27,166606.23,173602.58,198364.62,128805.35,141545.22,139440.3,164968.3,110745.29,117239.75,123558.57,113236.2
4708,310.2713635,4.9548097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385610.06,476794.56,556986.06,3766,808875.1,773664.2,744958.8,3766,953672.7,1004264.25,917601.2,3766,723765.3,646077.9,962369.8,837541.2,1003820.2,1069805,1064441.6,859228.75,985149.1,1019983.4,999927.4,681772.6,945658.2,769470.75,765847.44,685604.94,543180.3,495206.97,516895.28,419238.47,419897.25,481674.66,467211.22,405755.72,391374.66,414318.38,415300.34,285745.34
4710,468.2723672,4.9564962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4712,437.1922821,4.965118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4713,288.2894145,4.957089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20300000,20300000,20500000,21584.996,19200000,18100000,18800000,3766,20400000,22400000,20500000,25853.936,13500000,12300000,17800000,1.7e+07,19300000,20700000,19600000,16800000,18100000,18900000,18800000,13300000,17300000,15300000,15500000,12900000,9589879,8995086,9088042,8963343,6835111.5,7451358.5,7422672.5,7049720,5737627,6176222.5,6354009.5,4755113
4714,415.2109485,4.9579725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4715,488.3000188,4.980932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4718,323.1467651,4.9813104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,5146.5264,3766,43964.223,24877.67,18862.676,3766,21445.22,30462.113,3766,3766,15278.171,3766,32528.463,3766,3766,3766,3766,3766,4015.6997,3766,3766,3766,3766,7892.0693,3766,3766,8949.395,3766,3766,3766,3766,3766,3766,3766,3766,3766,4047.7527,9810.351
4720,311.1846924,4.958005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7576.201,7965.0396,8848.217,7108.835,10830.424,11132.41,8568.99,7049.455,11293.924,12302.287,9269.896,7078.864,9955.469,8879.969,10878.105,6094.646,11336.432,10902.032,10917.172,7937.1045,10404.081,9235.815,12141.006,6836.8022,10781.433,10365.137,9993.84,7976.3926,8124.049,8550.773,8890.468,7961.3755,8553.865,8058.224,9623.818,8237.176,7813.024,7810.849,8805.793,7634.7803
4721,291.2981995,4.95284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28948.723,31468.986,28618.03,3766,22196.906,8680.733,17012.54,3766,24634.125,18778.984,24217.576,3766,6545.953,12824.4,5795.507,19904.95,7893.2656,8869.809,3766,17078.62,3766,4496.797,9836.879,9501.012,10564.641,14359.696,15321.813,12711.118,11085.384,7483.074,7213.85,4772.123,4141.1616,7064.6084,3766,5077.367,4472.3076,3766,4127.876,3766
4722,244.1904014,4.957933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11427.246,10922.122,9516.209,3766,9921.573,10815.295,12170.195,3766,9125.454,8104.3027,8508.331,3766,3766,3766,3766,6919.8184,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4723,410.2894147,4.952599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29361.47,31146.176,26583.37,3766,20364.615,18905.334,20680.979,3766,20587.256,22993.63,12356.743,3766,4656.352,3766,3766,7031.584,3766,3766,7018.4746,14264.289,3766,3766,3766,5633.1143,6559.9243,3766,3766,6593.133,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4728,213.1844661,4.9954715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4729,259.1287313,4.9614067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4730,354.2978367,4.9703655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9510.826,10252.548,12111.585,3766,14583.204,16728.963,16282.371,3766,22804.445,25083.734,24595.277,3766,10915.322,7035.4546,18550.559,18669.895,21846.734,24542.424,21592.242,16101.399,19464.625,20969.426,22190.645,10270.73,18128.541,11343.85,12221.298,12701.236,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4732,332.3159634,4.972671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89715.516,90666.39,87740.48,3766,74515.11,75271.47,81970.414,3766,89157.21,95981.94,86256.07,3766,52620.73,42840.188,70482.43,72304.125,76736.28,83636.62,77715.63,68331.414,71836.92,73671.22,73035.055,53887.434,71375.21,57168.168,58804.434,58238.918,30520.748,29473.053,27389.467,27080.838,18500.746,19307.186,21620.95,18359.492,13400.5625,14812.403,13972.159,8663.447
4736,457.3185256,4.977542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4737,244.2633206,4.972217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1221222.6,1194977.1,1216156.8,3766,1320048.4,1156873.6,1114033.9,3766,1190814.1,1252913.9,1436529,3766,829638.5,871044.06,1217480.1,994167.8,1376634.2,1435415.8,1424256.9,1001450.8,1261334,1393162.2,1418883.9,710479.2,1197782.4,1146244.1,1137278.2,611388.06,617520.4,647409.2,687765.56,634225.2,445748.16,527894.3,538381.6,492587.28,443235.97,428650.1,440229.2,347292.62
4739,375.1554173,4.9928384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4740,599.3681854,4.98928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4742,299.2001158,4.9866223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4743,412.2450165,4.994416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4745,439.3160926,4.9884863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4746,504.2947872,4.990589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4749,358.2945134,4.990948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4751,448.2321489,4.9925265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4752,307.0942186,4.985289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4754,453.1874311,4.9921446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4756,297.1325113,4.9944544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4757,431.2057835,4.9927044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4760,476.263657,4.993384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4764,300.2172259,4.9948196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4770,353.067339,4.9992204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4771,255.5930404,4.9752254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4772,279.122236,4.992695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4775,315.1427095,5.0324984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4776,413.1952074,4.9913845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4778,547.2684635,4.995846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4780,878.4311807,4.995846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4781,883.3862497,4.995846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4783,300.2172323,4.997748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4784,151.075193,4.9981556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4788,469.1619686,5.0040765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4791,264.5985701,4.962308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4793,195.1380852,4.9808106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4794,511.1465315,4.9978075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4797,225.1846555,5.0061674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4799,154.9900272,4.9612436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4800,379.3313772,4.9629483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4802,211.1328665,4.992675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4804,475.2379206,5.016399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4805,411.3212736,5.0087986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4806,622.3435327,5.0203433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4807,362.2325181,5.021885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4808,427.174708,5.0202985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4809,437.3366938,5.020502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4810,368.2788071,5.058178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4811,435.3217472,5.022092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4812,353.1833476,5.0274253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4813,222.0916437,5.0123024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4815,500.2618825,5.0277886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4816,331.2017179,5.02904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70824.38,70418.85,68071.96,3766,67077.64,67471.82,71540.56,3766,66358.78,61464.805,62717.035,3766,29710.13,21566.447,49178.21,56517.105,47587.824,46995.11,45969.79,46450.73,44847.41,40652.855,43308.73,40859.496,39542.4,29181.846,31814.016,39993.055,11119.429,11544.778,11940.406,11189.954,8615.643,8580.805,9399.223,9825.781,7203.7456,7048.397,8187.153,6880.542
